EmployeeID,Name,Age,Department,City,Salary,Experience,Rating
981,Employee_981,21,IT,Vijayawada,103087,0,3.8
982,Employee_982,40,IT,Vijayawada,54083,6,4.6
983,Employee_983,22,Sales,Bangalore,92013,17,3.9
984,Employee_984,57,HR,Hyderabad,29946,14,3.4
985,Employee_985,29,Sales,Vijayawada,101304,7,3.1
986,Employee_986,40,IT,Bangalore,77402,18,4.8
987,Employee_987,25,Sales,Chennai,47662,15,4.6
988,Employee_988,57,IT,Bangalore,109181,9,2.6
989,Employee_989,57,Finance,Hyderabad,32329,10,3.4
990,Employee_990,48,Finance,Hyderabad,54716,20,4.6
991,Employee_991,21,Finance,Hyderabad,64948,16,2.6
992,Employee_992,55,Marketing,Guntur,67838,16,4.2
993,Employee_993,30,IT,Pune,76495,14,4.4
994,Employee_994,57,Marketing,Hyderabad,54109,13,3.2
995,Employee_995,46,HR,Guntur,69062,2,3.7
996,Employee_996,24,Marketing,Chennai,59413,2,3.5
997,Employee_997,48,HR,Guntur,88035,17,3.0
998,Employee_998,46,Marketing,Guntur,98553,19,5.0
999,Employee_999,54,HR,Guntur,34390,8,4.4
1000,Employee_1000,41,Marketing,Hyderabad,39749,13,3.6
